0,1,2,3,4,5,6,7,8,9
-0.24269672343633197,-0.036259296970406064,-0.1871099380984132,-0.46239658221472624,-0.15083211285139253,0.20915636289078945,-0.2343624954171823,-0.011028731152039003,-1.581862888393783,-0.6294652318089032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0002786414666902039,-8.397480002356067e-05,-0.0020546414666861527,-8.397480002356067e-05,-0.01156318364984415,-8.397480002356067e-05,0.005982691866685128,-8.397480002356067e-05,-0.0002386414666900418,-0.04627840338197789
-0.0015159060000876957,-0.00031323933342125386,0.011158760666657276,-0.00031323933342125386,-0.03528332307929215,-0.00031323933342125386,0.01064142733333878,-0.00031323933342125386,-0.0006519060000875143,-0.10146310881459825
-0.0010079568000402515,-0.00014395680004041295,0.01742404320003709,-0.00014395680004041295,-0.011087956800038637,-0.00014395680004041295,-0.0027359568000398507,-0.00014395680004041295,-0.00014395680004041295,-0.00014395680004041295
-4.1998200001677194e-05,-5.99820000168345e-06,0.0007260018000015691,-5.99820000168345e-06,-0.000461998200001611,-5.99820000168345e-06,-0.0001139982000016611,-5.99820000168345e-06,-5.99820000168345e-06,-5.99820000168345e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.333013333631412e-05,-1.0663466669660029e-05,-0.00028799680000295136,-1.0663466669660029e-05,-0.000586663466669545,-1.0663466669660029e-05,0.0008213365333361499,-1.0663466669660029e-05,-1.0663466669660029e-05,-3.199680000298433e-05
-0.00019398900001026595,-3.665566667695286e-05,-0.0009793223333434728,-3.665566667695286e-05,-0.0128551112864497,-3.665566667695286e-05,0.0027486776666763393,-0.00017532233334360134,-3.665566667695286e-05,-9.93223333436179e-05
-0.0020605552667704707,-0.00037122193343752674,-0.019246089141284915,-0.00037122193343752674,-0.7244637075293053,-0.00037122193343752674,0.024796872555961195,-0.007312555266769487,-0.00037122193343752674,-0.0006152219334374005
-0.005212375266938427,-0.0020867202222404034,-0.06859559617891804,-0.000971041933605887,-1.5309753885786195,-0.000971041933605887,0.05738212442427895,-0.015613708600269744,-0.0010430419336058736,-0.004040015838390316
-0.008809475393412173,-0.05604448544736993,-0.26487761910105273,-0.001748142067157324,-1.0597617737552814,-0.001748142067157324,0.08684583001874052,-0.017309475400434052,-0.0019428087338239542,-0.0029548087338237628
-0.014315230806967932,-0.04573377967261981,-0.5700965855267837,-0.0030832308007189826,-0.5628008754390783,-0.013257178698803275,0.17888101591624941,-0.024873268837109202,-0.0028605641340523564,-0.006209897467385348
-0.03092522359906795,-0.028343327026313012,-0.5722034284887271,-0.009003891734680575,-1.1556747181653135,-0.05683406131574247,0.21576892705173406,-0.04583907110352001,-0.005707891734680615,-0.023437224137162493
0.07176852189252808,-0.010738071201803418,-0.3028798513892787,-0.011367404535136788,-1.0174448102287468,-0.054550170076515185,0.29746372936731225,-0.06973340238286921,-0.008156737868471054,-0.1177409915805182
0.1848660306055006,-0.010339478000367542,-0.49807095315832417,-0.008105243135287763,-1.6159113298594139,-0.02965570286506138,0.8421579261049018,-0.0923299736672551,-0.011154576468621056,-0.29212088413111864
0.05702145547242944,-0.010922988234640671,-0.45861734477909083,-0.007095204135323995,-0.8446775534691826,-0.021805116240800438,0.34466062445106443,-0.05061449979059331,-0.014143204135322452,-0.15176496968966519
-0.050220590671329134,0.04955687381328904,-0.6430697715517459,-0.0562903562083588,-0.3920046924586802,-0.008153061535457674,-0.4039282310369455,-0.03321567492844996,-0.01353306153545599,-0.06807269222990585
0.12647671145780714,0.07435821871571513,-1.00347522779517,-0.06565986362533947,-1.0741219914710205,-0.006963910201954447,-0.41467970360776224,-0.0318319209304782,-0.017000140711814146,-0.2880512158579297
0.42180791813312973,-0.06489038952930987,-0.39212058944527517,-0.016291083139733764,-1.2168410113463015,-0.007703090135431023,-0.9134500600838006,-0.032283119461039934,-0.023867748415617982,-0.569888293523414
0.1920850392552549,-0.021429867957185395,-0.76343432284545,-0.006144156201724635,-0.5620375837854324,-0.007853525452145136,-0.017773134117600523,-0.016261503488803133,-0.015219007801304254,-0.3540937045327076
-0.021629299987554494,-0.008150131934455594,-0.449151445690453,-0.004003465267789701,-0.43138570391499725,-0.021027887821757966,0.25801706203520536,-0.005018131943354672,-0.014766936022163696,-0.17656434779465371
-0.01594581186746351,-0.006611145200798591,-0.7583933167311351,-0.006880478534131872,-0.7537754599727506,-0.018154088640314387,0.22840484234319358,-0.004203145200799041,-0.010929137111372389,-0.11610725741716713
-0.012433354200601945,-0.004440020867270106,-0.4664409849717887,-0.006802687533936334,-0.49983989152961805,-0.009429354200602513,0.17649161246180195,-0.0033480208672703096,-0.005856021070405368,-0.1393007943289629
-0.006018410266905714,-0.0009610769335730062,-0.08296382691466966,-0.0011317436002396416,-0.351273619201057,-0.003782410266905812,0.08488672796235833,-0.001147743600239638,-0.005117076668031752,-0.21068961317869467
-0.0024232123334461237,-0.0004032123334464713,-0.015148542752523789,-0.0004032123334464713,-0.577798950844258,-0.0004032123334464713,0.0311967876781291,-0.002847212333446081,-0.004733878535252419,-0.24596924956209984
-0.0006866242667062052,-0.00014129093337297382,-0.0056719576001505,-0.00014129093337297382,-0.3326541256633082,-0.00014129093337297382,0.008964042400037729,-0.0035559576000389623,-0.0007239575621433743,-0.02040760193933188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00029865386667857387,-4.2653866678640116e-05,-4.2653866678640116e-05,-4.2653866678640116e-05,-0.0013226538666784378,-4.2653866678640116e-05,0.0031146794666779645,-4.2653866678640116e-05,-0.00012798720001193725,-0.0011519872000118247
-0.015220336724117468,-2.7991600007856944e-05,-0.0005999916000077573,-2.7991600007856944e-05,-0.041114247396503545,-0.0022640138375633503,0.00017467506666364043,-0.0008399916000077106,-2.7991600007856944e-05,-0.00010532493334116574
-0.0013482847382366098,-0.00027791660007796975,-0.013677021892601357,-0.00027791660007796975,-0.06164399622009006,-0.0009352131634252657,0.019648741338450036,-0.0006619166000779361,-0.00031258326674463,-0.0003525832667446225
-0.005988918837861865,-0.0005192675333948216,-0.0020620138228197096,-0.0022592675333945322,-0.043628669155072644,-0.0008538986980060198,0.01257939913337594,-0.0009326008667280772,-0.00034460086672818757,-0.0003072675333948612
-0.11184080968693623,-0.003835434800528074,-0.014473170385553992,-0.015043444999978938,-0.7930286257299888,-0.00199676813386175,0.12067204874572121,-0.015174389565292571,-0.0027127681338616166,-0.0025327681338616504
-0.245464596489864,-0.030818786115152354,-0.3035913857050578,-0.02804370066064504,-2.5852833789091845,-0.03442065044329607,0.27527657067403016,-0.04101969791391258,-0.007315375547117781,-0.0077650058682198295
-0.29102161358306605,-0.2559662001899257,-1.2655505289325073,-0.08275715077871329,-2.449113507564498,-0.16923043466618132,0.5722367706686599,-0.06190974822699517,-0.018715277086036815,-0.013797496469625392
-0.9969549760127567,-0.4818432712786717,-1.509225943083256,-0.20677612910459875,-2.348869396271917,-0.18820645344582593,0.8285925335402505,-0.11718251107850983,-0.055127259453045016,-0.039703753216201176
-1.2126521943268358,-0.38089717535129164,-2.490914613190066,-0.3314439519470326,-3.549585944946198,-0.39203563133440544,1.1245644924081897,-0.2048310043375944,-0.23121718126543592,-0.16118577301285336
-0.9752525179879862,-0.439484276102997,-2.7953195292704764,-0.09489873119395595,-3.8631591514696866,-0.9241533088224637,0.34117127325707425,-0.2684622582657979,-0.4053574228251506,-0.4932785315433588
-1.2841255627281707,-0.2070773523098905,-2.9139891952451604,0.1719734415032685,-4.224436850613062,-1.106078870422458,1.4679271859723875,-0.34499153783748665,-0.7485678544951703,-0.7367875985570432
-1.2696664212239517,0.5584396888343177,-3.3484910507828216,0.07423884749790463,-3.47738014509485,-1.443898784556487,1.0110843419085889,-0.3641214662845676,-0.8439449889020718,-0.8679453232142863
-1.5658899314132744,-0.13014015803034862,-3.947327115978541,0.10862197958889792,-2.7945871591868703,-1.970516624025204,-0.647287800599742,-0.3174451816452901,-2.125568471846555,-1.0911494598170044
-2.246014447237393,0.8604770109688442,-3.2331377669091834,-0.654922393319478,-3.089654373635871,-1.4500171575712073,-0.20255093535509394,-0.3020100205829194,-1.733862958508665,-1.179316658055166
-2.7081001890688534,0.6719364031189825,-3.409443786680656,-0.5441339329739049,-3.5972801777723777,-0.7707169530377603,1.9018780900703007,-0.2934690765359569,-1.8189789737130901,-1.3222870385837582
-2.5510534041109763,-0.005636569023620669,-4.3616269631064,-0.5141314850678959,-2.802041664015812,-0.47663305661314737,3.696204309560637,-0.19120179902188555,-1.258924383751837,-1.110984970904768
-2.0248104198583925,-0.2632961248128454,-4.376866385246943,-0.6682093184477049,-2.1630326329989558,-0.45160893812537056,3.9042292134157113,-0.1320549557292121,-0.9653006075152845,-0.663457100450271
-1.6425553683525547,0.12708504788180905,-3.6764642854915004,-0.576993692435104,-1.7643109286891534,-0.8514867380449181,2.94768761181341,-0.09316107860696175,-1.075959011034,-0.6067811971382776
-1.3344326113715808,-0.1920997284337392,-2.16322296667202,-0.34834990377210007,-1.1051302817209525,-1.2558654955628206,2.7532907649851532,-0.05202095411386456,-0.18248657123823078,-0.38469735289398066
-0.5556875032165213,-0.1440881452290715,-1.254779666947609,-0.3129896647150861,-0.8262827148998599,-1.0401490505794029,2.4331033621589437,-0.027157058110385407,-0.07345922222326909,-0.2685354423928535
-0.15402029761918326,-0.04792244745687264,-1.0363633208239242,-0.20843691936068032,-1.0481282155666416,-0.5182253160312925,1.5042583799342926,-0.015033352372615761,-0.02633157457152111,-0.37630717653139034
-0.03487532070009511,-0.018138585579440702,-0.29783933305230215,-0.031812682964623015,-0.6902433844018775,-0.18712358618550357,0.8885067920905093,-0.007634748709673033,-0.24134753864786465,-0.12060200936894898
-0.01333770535567294,-0.00832048538543437,-0.010137527948042627,-0.0014082440670620039,-0.2537914017486603,-0.07046269231244111,-0.10564562239872023,-0.0026482440670617716,-0.34481624406698586,-0.0017002440670619492
